Crop,Temperature (°C),Humidity (%),Rainfall (mm),Soil Type,Soil pH,Soil Moisture (%),Wind Speed (km/h),Solar Radiation (W/m²),Weather Condition,Precipitation (mm),Evapotranspiration (ET),Growth Stage,Kc,Water Requirement (mm/day)
Wheat,19.3,63.5,26.8,Loamy,6.3,23.4,5.4,251.3,Partly Cloudy,3.6,1.03,Germination,0.35,1.49
Wheat,18,53.2,25.7,Loamy,6.2,28.1,12,287.8,Partly Cloudy,13.1,1.85,Vegetative,0.75,3.34
Wheat,22.1,61.9,47.7,Loamy,6.4,29,7.5,221.7,Sunny,6.4,1.27,Flowering,1.15,2.04
Wheat,21.3,66.3,48,Clay Loam,6.6,27.5,11,241.3,Partly Cloudy,14.3,1.57,Fruiting,0.25,3.16
Wheat,20.3,56.4,45.2,Clay Loam,6.6,27.1,13.8,204.9,Sunny,8.8,1.93,Germination,0.35,3
Wheat,20.6,61.5,43.3,Loamy,6.9,23,13,241.2,Partly Cloudy,1.7,1.83,Vegetative,0.75,2.18
Wheat,23.7,55.6,42.2,Clay Loam,7.5,27.6,5.8,297,Sunny,14.9,1.31,Flowering,1.15,2.93
Wheat,22.7,60.4,37.3,Clay Loam,7.4,27.2,7.7,269.9,Overcast,5.9,1.38,Fruiting,0.25,2.11
Wheat,18.6,69.8,46,Loamy,7,28.7,11.6,279.4,Overcast,14.1,1.58,Germination,0.35,3.15
Wheat,18.3,62.9,45.2,Clay Loam,6.3,28.4,5.3,285.6,Sunny,5.1,1.05,Vegetative,0.75,1.67
Wheat,18.4,58.8,43.7,Clay Loam,6.1,28,11.6,249.6,Overcast,8.6,1.7,Flowering,1.15,2.73
Wheat,18.2,65.6,31.8,Clay Loam,7.3,23.3,14.2,293.4,Partly Cloudy,11.8,1.91,Fruiting,0.25,3.28
Wheat,19.1,67,22.1,Loamy,7.1,24,6.9,258.7,Partly Cloudy,9.5,1.14,Germination,0.35,2.2
Wheat,21.9,63.8,49.5,Clay Loam,7.4,27.2,11.7,262.6,Partly Cloudy,1.1,1.71,Vegetative,0.75,1.99
Wheat,22.8,63.5,47.1,Clay Loam,7.4,23.4,7.9,219.3,Overcast,11.8,1.29,Flowering,1.15,2.6
Wheat,22,63.2,49.6,Loamy,7,25.1,12.6,296.1,Overcast,8.4,1.84,Fruiting,0.25,2.86
Wheat,19.5,65.1,39.4,Loamy,6.7,23.7,13.7,293.2,Overcast,4.5,1.88,Germination,0.35,2.52
Wheat,21.2,54.3,35.4,Loamy,6.4,25.1,10.5,273.4,Overcast,14.9,1.73,Vegetative,0.75,3.39
Wheat,23.5,61.2,25.5,Loamy,6.5,29.2,8.7,286.6,Sunny,6.3,1.49,Flowering,1.15,2.27
Wheat,23.3,63,49.8,Loamy,6.1,27.8,8.5,263.5,Sunny,13.2,1.42,Fruiting,0.25,2.88
Wheat,22.6,51,33.2,Clay Loam,6.7,27.9,13.9,243.7,Partly Cloudy,9.2,2.1,Germination,0.35,3.23
Wheat,22.6,63.9,40.9,Clay Loam,7,23.5,15,216.3,Sunny,1.9,1.99,Vegetative,0.75,2.38
Wheat,23.2,61.8,27.5,Loamy,6.3,25.6,14.6,224.6,Overcast,11.5,2,Flowering,1.15,3.35
Wheat,21.5,54.3,44.7,Loamy,6,24.6,11.4,229.6,Partly Cloudy,1.1,1.77,Fruiting,0.25,2.06
Wheat,24,54,35.2,Loamy,7.4,25,10.2,232.5,Overcast,7.3,1.69,Germination,0.35,2.59
Wheat,21.6,55.7,43.4,Clay Loam,7.3,22.4,14.9,233.3,Sunny,11.9,2.1,Vegetative,0.75,3.5
Wheat,19.6,56.9,20.7,Clay Loam,7,29,5.8,230.2,Sunny,6.3,1.14,Flowering,1.15,1.88
Wheat,19.4,61.4,30.9,Loamy,6.6,24.9,10.1,258.3,Sunny,7.6,1.54,Fruiting,0.25,2.45
Wheat,19.3,56.1,38.5,Clay Loam,7.4,23.2,12.8,288.4,Sunny,12.7,1.92,Germination,0.35,3.38
Wheat,20.6,66.6,43.3,Clay Loam,6.8,22.3,5.6,201.6,Sunny,10,0.98,Vegetative,0.75,2.08
Wheat,18.7,65.1,42.5,Loamy,7.1,22.9,7.7,250.5,Overcast,12.8,1.23,Flowering,1.15,2.63
Wheat,18.5,57.6,49.2,Loamy,7.3,23.1,5.7,214,Sunny,13.9,1.09,Fruiting,0.25,2.59
Wheat,22.3,67.6,34.7,Clay Loam,6.1,22.5,10.3,234.4,Overcast,2.6,1.49,Germination,0.35,1.9
Wheat,20.5,68.4,31.8,Clay Loam,6.5,28.7,13.3,205.9,Partly Cloudy,7,1.73,Vegetative,0.75,2.6
Wheat,23.7,64.5,36.9,Clay Loam,7,29,9.8,250.6,Sunny,5.3,1.52,Flowering,1.15,2.2
Wheat,19,67,46.5,Loamy,6.6,25.8,14.9,207.2,Partly Cloudy,4.9,1.89,Fruiting,0.25,2.57
Wheat,23.1,63.9,38.4,Loamy,6.9,25,13.2,257.7,Partly Cloudy,10,1.87,Germination,0.35,3.06
Wheat,18.5,67.3,28,Loamy,6.6,28.1,10.6,254.9,Overcast,0.5,1.5,Vegetative,0.75,1.7
Wheat,18.1,60,20.7,Loamy,6.8,25.1,7.2,232.9,Overcast,13.8,1.22,Flowering,1.15,2.72
Wheat,18,68.3,35.7,Clay Loam,6.8,23.1,14.3,222.7,Partly Cloudy,6.5,1.82,Fruiting,0.25,2.65
Wheat,20,53.9,35,Clay Loam,6.4,24.4,6.1,203.7,Sunny,7,1.18,Germination,0.35,2
Wheat,23.9,52.2,46.3,Clay Loam,7.3,26.8,13.9,270.6,Partly Cloudy,7,2.14,Vegetative,0.75,3.05
Wheat,21.9,53.5,30.9,Clay Loam,6.7,22.4,7.1,262.5,Partly Cloudy,9,1.4,Flowering,1.15,2.44
Wheat,18.9,53.3,33,Loamy,6.5,28.1,7.1,244.9,Partly Cloudy,3.2,1.33,Fruiting,0.25,1.78
Wheat,23.8,55.2,38.6,Loamy,6.4,23,12.4,226,Partly Cloudy,3.5,1.88,Germination,0.35,2.42
Wheat,23,57.1,28,Clay Loam,7,24.1,8.5,234.4,Overcast,12.2,1.47,Vegetative,0.75,2.84
Wheat,20,55.2,42.5,Clay Loam,6.9,25,10.9,224.3,Sunny,13.5,1.67,Flowering,1.15,3.19
Wheat,19.3,66.8,49.4,Clay Loam,6,27.6,5.3,210.9,Partly Cloudy,1.1,0.94,Fruiting,0.25,1.14
Wheat,20.8,65.5,30.7,Clay Loam,6.5,24.1,12.2,248.6,Partly Cloudy,6.4,1.7,Germination,0.35,2.51
Wheat,22.2,63.6,41.4,Clay Loam,7,29.4,13.4,299.2,Sunny,2.4,1.92,Vegetative,0.75,2.35
Wheat,21.6,56.2,22.2,Loamy,6.5,27.1,8.5,259.8,Sunny,7.1,1.49,Flowering,1.15,2.35
Wheat,23.8,55.4,29.1,Loamy,6.2,29.6,13.7,296.1,Partly Cloudy,4.1,2.1,Fruiting,0.25,2.72
Wheat,22.3,69,21.7,Loamy,7.2,22.7,6.1,200.5,Partly Cloudy,12.1,1.01,Germination,0.35,2.32
Wheat,18.6,50.3,23.5,Clay Loam,7.4,23,12.6,217.6,Partly Cloudy,10.2,1.87,Vegetative,0.75,3.08
Wheat,21.5,69.2,41.9,Loamy,7,26.3,11.4,224.2,Partly Cloudy,10.1,1.56,Flowering,1.15,2.73
Wheat,20.1,68.1,41.5,Clay Loam,6.6,27.7,5.9,296.1,Overcast,4.5,1.07,Fruiting,0.25,1.63
Wheat,18.6,65.3,42,Loamy,6.8,27.8,14.3,255.8,Partly Cloudy,12.2,1.89,Germination,0.35,3.3
Wheat,19,64.4,34.8,Loamy,6.7,25.7,8.9,214.5,Partly Cloudy,12.7,1.33,Vegetative,0.75,2.73
Wheat,18.4,60.8,41.3,Loamy,6.1,25.4,12.1,299,Overcast,11.8,1.77,Flowering,1.15,3.13
Wheat,21.8,63.8,40.1,Clay Loam,6.4,26.8,13,274.6,Overcast,12.5,1.85,Fruiting,0.25,3.28
Wheat,19,52.8,41.9,Clay Loam,6.6,27.7,5.5,267.4,Overcast,1.4,1.2,Germination,0.35,1.46
Wheat,18.4,64.9,33.9,Clay Loam,7.1,22,12.7,297.2,Sunny,13.5,1.77,Vegetative,0.75,3.3
Wheat,20.9,65.3,34.6,Clay Loam,6.2,28,7.3,215.4,Overcast,8.1,1.18,Flowering,1.15,2.11
Wheat,22.2,65,20.3,Loamy,7.2,25.8,9.9,237.7,Sunny,11.6,1.49,Fruiting,0.25,2.8
Wheat,18.4,56.7,31.7,Loamy,7.1,25.3,10,206.6,Overcast,8.3,1.52,Germination,0.35,2.5
Wheat,22.4,60.4,36.1,Clay Loam,6.3,26.3,10.6,206.5,Partly Cloudy,11.6,1.59,Vegetative,0.75,2.91
Wheat,23.9,57.2,31.7,Clay Loam,6.4,25.2,12.4,277.3,Sunny,11.3,1.92,Flowering,1.15,3.24
Wheat,22.6,58.8,48.4,Loamy,7.2,29.2,9.9,277.2,Partly Cloudy,6.3,1.63,Fruiting,0.25,2.42
Wheat,18.7,63.2,39.7,Clay Loam,6.8,26.4,10.8,212.9,Sunny,8.4,1.53,Germination,0.35,2.52
Wheat,18.7,54.7,37.7,Loamy,6.7,28,5.5,235.3,Sunny,8.1,1.13,Vegetative,0.75,2.05
Wheat,18.1,64.6,35.1,Loamy,7.1,29.9,6.8,227.3,Partly Cloudy,10,1.12,Flowering,1.15,2.23
Wheat,18.5,65.3,48.1,Loamy,7,27.3,8.2,242,Sunny,11.1,1.27,Fruiting,0.25,2.51
Wheat,18.3,62.8,46.8,Clay Loam,6.6,25.5,6.4,215.9,Overcast,2.5,1.09,Germination,0.35,1.45
Wheat,23.7,67.4,29.9,Clay Loam,7.2,27.4,10.7,266.7,Partly Cloudy,5.7,1.58,Vegetative,0.75,2.31
Wheat,21,55,46.9,Loamy,6.8,25.3,5.8,287.8,Sunny,10,1.26,Flowering,1.15,2.39
Wheat,21.2,59.1,20,Loamy,7.4,23.7,11.9,273.5,Overcast,13.5,1.8,Fruiting,0.25,3.33
Wheat,20.8,63,23.4,Loamy,7.3,27.5,9.8,294.2,Partly Cloudy,1.5,1.54,Germination,0.35,1.84
Wheat,22.4,56.2,31.8,Loamy,6.4,27.7,5.1,262.5,Partly Cloudy,0.8,1.17,Vegetative,0.75,1.37
Wheat,22.6,69.6,23.8,Loamy,7.1,24.2,8.7,261.9,Sunny,7.3,1.33,Flowering,1.15,2.19
Wheat,23.8,57.3,38.2,Loamy,7.2,29.1,5.5,246.8,Partly Cloudy,7.2,1.19,Fruiting,0.25,2.03
Wheat,21.4,61.3,33.4,Loamy,6.3,26.9,10.2,214,Overcast,0.9,1.53,Germination,0.35,1.77
Wheat,19.1,67.4,28.2,Clay Loam,6.8,26.9,8.2,284.6,Partly Cloudy,6.3,1.29,Vegetative,0.75,2.05
Wheat,23.2,61.5,44.5,Clay Loam,6.3,26.2,5.1,253.5,Sunny,6.6,1.09,Flowering,1.15,1.86
Wheat,19.8,63.6,29,Clay Loam,7.4,24.5,13.3,269.7,Sunny,11.7,1.85,Fruiting,0.25,3.2
Wheat,18.4,64.4,46.1,Clay Loam,7.1,29.6,5.3,261.5,Sunny,9.5,1.01,Germination,0.35,2.06
Wheat,22.1,54.8,21.4,Loamy,6.1,28.9,13.1,254.5,Overcast,11.6,1.97,Vegetative,0.75,3.33
Wheat,19.2,69.3,33.4,Loamy,7.2,28.2,11.8,204.5,Sunny,9.1,1.55,Flowering,1.15,2.62
Wheat,20.4,56.7,45.6,Clay Loam,6.3,25.6,7,226.2,Sunny,7.7,1.27,Fruiting,0.25,2.17
Rice,25.2,83.7,113.6,Silty Clay,6.2,36.5,9.5,214,Rainy,12.5,1.19,Germination,0.6,2.68
Rice,28.6,87.6,102.2,Clayey,5.7,37.3,3,212.2,Partly Cloudy,10.7,0.49,Vegetative,1.1,1.66
Rice,26.2,72.7,98.8,Silty Clay,6.4,37.5,4,223.1,Rainy,28.8,0.81,Flowering,1.2,3.85
Rice,27.9,84.9,117.9,Clayey,6.2,36.1,7,212.2,Overcast,25.1,0.93,Fruiting,0.9,3.63
Rice,30,79.5,102.7,Silty Clay,6.2,31.2,5.9,188.2,Rainy,21.9,0.9,Germination,0.6,3.27
Rice,29.8,70.6,96.3,Silty Clay,6.2,39.6,4.7,200.9,Rainy,24.3,0.93,Vegetative,1.1,3.55
Rice,26.7,81.9,94.1,Silty Clay,5.7,31.7,8.9,195.2,Partly Cloudy,13.2,1.15,Flowering,1.2,2.7
Rice,29.9,89.6,93.9,Clayey,5.7,31.3,6.8,198.5,Rainy,25.4,0.84,Fruiting,0.9,3.55
Rice,28,74.1,101.5,Clayey,5.9,30.6,2.1,248.5,Overcast,14,0.64,Germination,0.6,2.17
Rice,29.5,85.9,104.2,Clayey,6.4,39.7,3.6,202.1,Partly Cloudy,24.9,0.58,Vegetative,1.1,3.19
Rice,26.8,72.8,114.1,Silty Clay,5.6,31.8,7.4,243.8,Overcast,21.9,1.18,Flowering,1.2,3.61
Rice,24.1,72.4,111.5,Silty Clay,5.6,34.3,7.1,186.9,Overcast,23.1,1.07,Fruiting,0.9,3.59
Rice,24,79.8,113.6,Silty Clay,6.4,32.9,7.3,244.9,Overcast,15.1,1.03,Germination,0.6,2.75
Rice,28.2,89.6,85.5,Silty Clay,6.2,36.1,9.9,195.3,Overcast,21.5,1.14,Vegetative,1.1,3.52
Rice,25.8,78.4,104.6,Silty Clay,5.8,33.3,5.7,189.2,Rainy,24.3,0.87,Flowering,1.2,3.47
Rice,27,72.5,116.3,Clayey,6.1,31.7,8.7,192.1,Overcast,18.3,1.26,Fruiting,0.9,3.34
Rice,27.4,71,101.4,Silty Clay,5.7,35.5,8.8,222.9,Rainy,18,1.33,Germination,0.6,3.4
Rice,25.9,76,92.5,Silty Clay,5.8,37.4,9.6,215.2,Rainy,15,1.31,Vegetative,1.1,3.07
Rice,25.9,72.7,100.2,Silty Clay,5.9,39.9,5.5,236.3,Overcast,10.2,0.97,Flowering,1.2,2.18
Rice,29.3,84.3,91.5,Silty Clay,5.6,37.9,2.4,231.6,Rainy,19.2,0.5,Fruiting,0.9,2.52
Rice,25.1,77,92.8,Clayey,5.9,34,8,234.8,Overcast,12.6,1.15,Germination,0.6,2.64
Rice,24.6,73.7,92.3,Clayey,5.8,38.9,2.6,230.9,Partly Cloudy,27.5,0.65,Vegetative,1.1,3.53
Rice,25.3,81.9,98.3,Silty Clay,6.1,37.7,8.8,208.6,Partly Cloudy,25.6,1.14,Flowering,1.2,3.93
Rice,25.9,72.8,117.2,Clayey,5.7,30.7,2.9,194.8,Overcast,10.3,0.67,Fruiting,0.9,1.83
Rice,27.2,77.1,81,Clayey,6.1,39.9,9.4,207.9,Overcast,16.8,1.28,Germination,0.6,3.22
Rice,29.5,70.9,108.9,Silty Clay,5.5,31.4,6,200.4,Partly Cloudy,13.2,1.05,Vegetative,1.1,2.58
Rice,26.1,85.8,99,Clayey,5.6,30.3,3.4,248.7,Partly Cloudy,20.5,0.57,Flowering,1.2,2.73
Rice,24.4,71.9,104.5,Clayey,5.9,34.3,2.4,257,Rainy,25.9,0.68,Fruiting,0.9,3.41
Rice,25.3,75.9,116.4,Clayey,5.9,34.6,6.9,214.5,Rainy,13.3,1.04,Germination,0.6,2.58
Rice,26.5,82.3,110.3,Clayey,5.5,34,9.7,230.4,Overcast,28.7,1.24,Vegetative,1.1,4.36
Rice,25.1,77.5,92,Clayey,6.2,32.5,2.3,197.8,Partly Cloudy,21.5,0.54,Flowering,1.2,2.8
Rice,28.3,84.8,95.3,Silty Clay,5.6,37.7,2.3,186.8,Rainy,21.8,0.45,Fruiting,0.9,2.72
Rice,26.6,78.4,105.7,Clayey,6.3,30.5,9.8,214.3,Rainy,25.2,1.3,Germination,0.6,4.08
Rice,24,77.9,83.1,Clayey,5.9,33.8,4.1,236.8,Partly Cloudy,23.6,0.74,Vegetative,1.1,3.25
Rice,25.7,86.7,117.5,Clayey,6.2,36,6.4,208.2,Overcast,10.4,0.83,Flowering,1.2,2.04
Rice,29.8,74.1,86.2,Silty Clay,5.7,36.2,4,214.7,Partly Cloudy,19,0.82,Fruiting,0.9,2.88
Rice,29.3,76.3,88.5,Silty Clay,6,31.2,5.6,187.1,Overcast,19,0.91,Germination,0.6,2.99
Rice,27.2,87.8,92.7,Clayey,5.9,39.7,7.4,255.6,Overcast,17.4,0.94,Vegetative,1.1,2.87
Rice,29,87.9,95,Clayey,6.1,33.6,4.2,226.4,Partly Cloudy,17.7,0.62,Flowering,1.2,2.51
Rice,26.1,85.6,81.7,Silty Clay,6.5,38,6,192.9,Partly Cloudy,28.8,0.8,Fruiting,0.9,3.84
Rice,28.2,71.8,90,Clayey,5.6,37.3,2.5,194.7,Overcast,14.4,0.67,Germination,0.6,2.24
Rice,26.8,84.3,87.7,Clayey,5.7,37,8.2,227,Overcast,17.5,1.06,Vegetative,1.1,3.02
Rice,28.3,86.3,93.8,Silty Clay,6.3,37.1,7.1,205.2,Partly Cloudy,13.1,0.92,Flowering,1.2,2.41
Rice,27.6,86,118,Silty Clay,6.2,39,3.6,205.8,Rainy,23,0.57,Fruiting,0.9,2.98
Rice,24.2,70.4,82.4,Clayey,6.1,30,6,247.4,Rainy,29.7,1.05,Germination,0.6,4.23
Rice,28.5,80.8,83.6,Silty Clay,5.9,32.1,3.5,209.7,Partly Cloudy,15.5,0.65,Vegetative,1.1,2.33
Rice,24.8,77.4,111.9,Clayey,5.7,30.4,4.2,187.7,Rainy,21.1,0.72,Flowering,1.2,2.97
Rice,28.1,84.2,108.7,Silty Clay,6,33.4,3.7,255,Overcast,22.4,0.64,Fruiting,0.9,3.01
Rice,29.2,87.3,109.6,Silty Clay,6,32.6,3.7,238.3,Rainy,27,0.58,Germination,0.6,3.4
Rice,24.5,80.3,97.6,Clayey,5.9,39.7,6.2,229.2,Overcast,13.8,0.91,Vegetative,1.1,2.47
Rice,26.1,84.7,119.9,Clayey,5.6,35.8,7.4,200.7,Overcast,12.9,0.96,Flowering,1.2,2.44
Rice,26.6,82.2,83.5,Silty Clay,6.4,37.6,5.9,219.3,Rainy,20.3,0.86,Fruiting,0.9,3.06
Rice,29.4,89.8,105.7,Clayey,6.2,35.9,5.7,204.4,Partly Cloudy,14.6,0.73,Germination,0.6,2.34
Rice,29.2,72.3,106.8,Clayey,5.6,30.3,4.4,213.9,Overcast,11.9,0.88,Vegetative,1.1,2.25
Rice,26.2,81.5,85.6,Clayey,6.1,36,4.5,188.8,Rainy,20.2,0.71,Flowering,1.2,2.87
Rice,27.4,88.7,96.2,Silty Clay,5.8,39.2,5.1,210,Rainy,10.2,0.68,Fruiting,0.9,1.84
Rice,29.7,81.8,80.4,Silty Clay,5.9,38.1,7.1,227.8,Partly Cloudy,19.8,1.01,Germination,0.6,3.19
Rice,24.3,86.1,95.2,Silty Clay,6.1,35.7,2.6,220.7,Rainy,14.3,0.46,Vegetative,1.1,1.98
Rice,24.4,77,109.3,Clayey,5.9,34.3,3.4,188.9,Partly Cloudy,19.8,0.65,Flowering,1.2,2.76
Rice,27.9,73,110.3,Clayey,6.1,31.8,7.9,210.7,Overcast,19.2,1.2,Fruiting,0.9,3.36
Rice,26.7,74.3,91.7,Clayey,5.7,38.7,4.5,227.4,Partly Cloudy,19.6,0.85,Germination,0.6,2.98
Rice,24.8,80,86.2,Clayey,5.5,38.5,3.5,238.9,Partly Cloudy,13.5,0.65,Vegetative,1.1,2.13
Rice,24.7,84.8,102.4,Silty Clay,5.5,33.5,4.9,219.7,Overcast,11.7,0.71,Flowering,1.2,2.02
Rice,24.9,82.7,88.1,Clayey,5.6,37.1,7.3,249.8,Partly Cloudy,14.1,1,Fruiting,0.9,2.61
Rice,24.8,74.6,84.6,Silty Clay,6.3,32.2,5.8,210.6,Partly Cloudy,16.2,0.94,Germination,0.6,2.75
Rice,27.1,79.2,103.6,Silty Clay,5.8,38.5,4.1,249.4,Partly Cloudy,27.6,0.75,Vegetative,1.1,3.66
Rice,27.3,86.4,88.4,Silty Clay,6.5,37.2,3.6,245.8,Overcast,24.2,0.58,Flowering,1.2,3.12
Rice,26.4,77.4,109,Clayey,6.3,39.9,5.1,213.8,Overcast,26.6,0.85,Fruiting,0.9,3.68
Rice,26,84.4,101.1,Clayey,5.7,32.5,2.3,216.9,Overcast,21.3,0.46,Germination,0.6,2.68
Rice,24.6,87.2,93.8,Silty Clay,5.5,35,8.3,214.4,Rainy,16.4,1.01,Vegetative,1.1,2.85
Rice,28.9,76.4,117.7,Silty Clay,5.7,34.6,9,227.5,Partly Cloudy,27.5,1.28,Flowering,1.2,4.29
Rice,29.2,84.4,86.9,Clayey,6.1,37.9,7.1,219.8,Overcast,21.3,0.96,Fruiting,0.9,3.28
Rice,28.5,72.4,118.8,Clayey,5.9,31.4,3.5,247.8,Overcast,22,0.81,Germination,0.6,3.17
Rice,26,80.1,115.4,Silty Clay,6.2,34.6,8.5,190,Overcast,22.7,1.13,Vegetative,1.1,3.63
Rice,29.8,88.8,81.4,Clayey,6.2,37.5,2.9,257.5,Partly Cloudy,27.7,0.49,Flowering,1.2,3.36
Rice,27.9,80.3,95.9,Silty Clay,5.8,35.3,7.1,182.8,Rainy,19.9,0.99,Fruiting,0.9,3.18
Rice,29.1,82.7,108.3,Silty Clay,5.5,31.6,5.7,212.8,Rainy,27,0.84,Germination,0.6,3.71
Rice,27.7,73.9,84,Clayey,6.2,32.7,2.1,259.2,Overcast,16.9,0.65,Vegetative,1.1,2.47
Rice,27.3,88.2,95.3,Silty Clay,5.9,30.2,7.4,240.4,Partly Cloudy,11.4,0.93,Flowering,1.2,2.26
Rice,28.9,78.1,98.3,Silty Clay,5.5,32.5,5.7,193.9,Rainy,13,0.9,Fruiting,0.9,2.38
Rice,25.6,86.8,113.3,Clayey,6.4,34.7,2.3,208.3,Partly Cloudy,21.4,0.42,Germination,0.6,2.64
Rice,27.2,79.6,115.3,Clayey,6.2,32,8.3,252.3,Partly Cloudy,19.9,1.17,Vegetative,1.1,3.39
Rice,25,87.9,118.8,Clayey,6.4,38.3,8.9,243.5,Partly Cloudy,15.3,1.08,Flowering,1.2,2.83
Rice,28.7,80.8,80.3,Silty Clay,5.7,35.7,4.1,181,Partly Cloudy,28.8,0.69,Fruiting,0.9,3.71
Rice,24.9,88.1,118.4,Silty Clay,5.7,38.6,7.4,219.1,Rainy,16.4,0.91,Germination,0.6,2.73
Rice,29,81.4,108.4,Silty Clay,6.2,33.7,3.3,238.7,Overcast,11.5,0.64,Vegetative,1.1,1.92
Rice,27,74.6,82.9,Silty Clay,6.3,31.2,6.4,255.2,Partly Cloudy,17.8,1.06,Flowering,1.2,3.05
Rice,24.4,81.8,111.6,Clayey,5.7,34.7,4.8,251.7,Partly Cloudy,13.1,0.76,Fruiting,0.9,2.22
Rice,25.5,86.9,85.6,Clayey,5.6,36.8,3.8,192.6,Overcast,16.5,0.56,Germination,0.6,2.32
Rice,24.2,76.8,86.7,Silty Clay,6.2,31.8,8.4,190,Partly Cloudy,16.6,1.15,Vegetative,1.1,3.04
Rice,26.7,83.6,80.7,Clayey,5.6,31.5,8,208,Partly Cloudy,27.5,1.04,Flowering,1.2,4
Rice,29.5,82.8,108.6,Silty Clay,6,34.7,3.7,230,Partly Cloudy,20.7,0.65,Fruiting,0.9,2.85
Rice,27.1,73.3,91.7,Clayey,5.6,36.8,3.1,229.1,Overcast,20.1,0.73,Germination,0.6,2.89
Rice,29.9,75.7,98.9,Clayey,6.2,38.5,6.6,239,Overcast,12.7,1.07,Vegetative,1.1,2.55
Rice,25.6,85.9,117,Clayey,6.5,34.6,4,235.5,Overcast,23.6,0.62,Flowering,1.2,3.1
Rice,27,83.4,113,Silty Clay,6,36.3,3.6,198,Rainy,12.8,0.6,Fruiting,0.9,2
Rice,27.9,79.5,108.1,Silty Clay,6,30.2,4.5,181.8,Partly Cloudy,20.7,0.74,Germination,0.6,2.96
Rice,24.9,83.3,112,Clayey,6.5,30.3,5.5,239.5,Partly Cloudy,14.3,0.8,Vegetative,1.1,2.39
Rice,26.6,70.3,93.2,Clayey,5.5,38.9,3.4,217.8,Rainy,11.6,0.79,Flowering,1.2,2.11
Rice,29.5,72.6,80.4,Clayey,6,38.3,8.2,259.6,Rainy,10.5,1.3,Fruiting,0.9,2.61
Rice,29.5,83.1,81.1,Clayey,6.3,37.7,8.4,239.6,Rainy,29.9,1.12,Germination,0.6,4.33
Rice,26.3,80.7,82.9,Silty Clay,6.5,34.9,9.7,191.8,Overcast,19.8,1.24,Vegetative,1.1,3.47
Rice,27,78.2,96.3,Silty Clay,5.7,33.5,4.6,237.7,Partly Cloudy,21.6,0.81,Flowering,1.2,3.13
Rice,28.2,80.2,108.4,Clayey,5.6,32.7,3.2,238.4,Overcast,22.2,0.64,Fruiting,0.9,2.99
Rice,27,86.3,93.8,Silty Clay,5.6,30,3.9,215,Overcast,11.4,0.6,Germination,0.6,1.86
Rice,25.3,81.2,86.5,Silty Clay,5.6,37.2,3.1,252.7,Rainy,20.6,0.61,Vegetative,1.1,2.79
Rice,24.5,71.5,104.3,Clayey,5.6,34.5,5.4,217,Partly Cloudy,16.6,0.95,Flowering,1.2,2.8
Rice,25,89.5,113,Silty Clay,6.3,37,5.7,255.4,Rainy,17.1,0.74,Fruiting,0.9,2.6
Rice,28,84.5,83.1,Clayey,5.7,31.5,9.9,190.2,Overcast,29.6,1.22,Germination,0.6,4.42
Rice,24.8,83.8,115.5,Clayey,5.8,35.1,6.1,231.1,Rainy,18.5,0.85,Vegetative,1.1,2.87
Rice,26,71.4,113.7,Clayey,6.3,34.3,6.2,205.7,Overcast,12,1.03,Flowering,1.2,2.44
Rice,28.4,80.4,116.7,Silty Clay,6.5,34.1,7,259.8,Overcast,15.2,1.04,Fruiting,0.9,2.77
Rice,26,84.9,114.5,Clayey,5.9,32.8,9.1,206.3,Rainy,25.6,1.13,Germination,0.6,3.92
Rice,27.3,72,103.9,Silty Clay,6.2,37.6,7.9,231.5,Overcast,26.7,1.23,Vegetative,1.1,4.15
Rice,27.7,77,112.7,Clayey,6.1,30.2,6.4,186.1,Overcast,27.1,0.97,Flowering,1.2,3.87
Rice,29.7,85.7,89.5,Clayey,5.8,37.9,8.4,202.2,Overcast,17.6,1.06,Fruiting,0.9,3.03
Rice,29,84,82.9,Silty Clay,6,32.2,8.6,181.7,Rainy,23.1,1.09,Germination,0.6,3.62
Rice,27,73.1,99.1,Clayey,6.5,30.4,3.8,258.3,Partly Cloudy,17.1,0.83,Vegetative,1.1,2.71
Rice,25.1,71.4,85.2,Silty Clay,6.1,39.3,5.2,232.4,Rainy,17.9,0.95,Flowering,1.2,2.93
Rice,27.6,73.3,80.8,Silty Clay,5.7,30.9,7.6,209.5,Overcast,26,1.16,Fruiting,0.9,3.99
Rice,26.1,72.4,105.8,Clayey,5.9,35.6,5.3,196.5,Overcast,17.6,0.92,Germination,0.6,2.86
Rice,24.7,87.5,112,Clayey,6.4,33.6,2.9,222.6,Rainy,28.4,0.47,Vegetative,1.1,3.4
Rice,29.1,80.6,97.6,Clayey,6.4,34.6,2.4,187,Rainy,18.8,0.53,Flowering,1.2,2.52
Rice,29.7,84.9,80.7,Silty Clay,5.7,34,4.4,232.3,Partly Cloudy,17.8,0.69,Fruiting,0.9,2.61
Rice,24.8,87.3,99.9,Clayey,6.1,33.4,5.6,190.6,Partly Cloudy,27.6,0.73,Germination,0.6,3.64
Rice,28.7,89.1,95.8,Clayey,6,33,5.4,190,Partly Cloudy,11.7,0.7,Vegetative,1.1,2.01
Rice,26.3,73.6,80.1,Silty Clay,6.1,39.8,2.7,241.2,Rainy,14.9,0.69,Flowering,1.2,2.32
